无锡市安民康复医院	无锡安民康复医院
六安市中医院马店分院（霍邱县第六人民医院）	六安市中医院马店分院（霍邱县第六人民医院）
河北省荣誉军人康复医院	河北省荣誉军人康复医院
鸡西职业病防治院	鸡西职业病防治院
河源德康医院	河源德康医院
河南信合医院	河南信合医院
湖州市第一人民医院吴兴院区	湖州市第一人民医院吴兴院区
湖州市南浔区双林人民医院	湖州市南浔区双林人民医院
开封结核病医院	开封结核病医院
科尔沁右翼中旗人民医院	科尔沁右翼中旗人民医院
淮安市淮阴人民医院	淮安市淮阴人民医院
焦作同仁医院	焦作同仁医院
金坛市中医院	金坛市中医院
河南省骨科医院	河南省骨科医院
惠农区人民医院	惠农区人民医院
湖州市长兴县第三人民医院	湖州市长兴县第三人民医院
济南市白云医院	济南市白云医院
淮北市第三人民医院（淮北市传染病医院）	
黑龙江省海伦市人民医院	黑龙江省海伦市人民医院
济南市中心医院山东大学附属济南市中心医院（停用）	济南市中心医院山东大学附属济南市中心医院
济南市中心医院西院区暨中国重汽医院新院区	济南市中心医院西院区暨中国重汽医院新院区
济宁市第一人民医院东院区	济宁市第一人民医院东院区
济宁市嘉祥县瞳里镇盛庄妇保院	济宁市嘉祥县瞳里镇盛庄妇保院
珲春市人民医院	珲春市人民医院
湖北省中医院（湖北中医药大学附属医院）	湖北省中医院（湖北中医药大学附属医院）
惠阳三和医院有限合伙	惠阳三和医院有限合伙
河北一洲肿瘤医院	河北一洲肿瘤医院
河北省中医院 重复 （停用）	河北省中医院 重复 （停用）
河北曲阳东城医院	河北曲阳东城医院
佳木斯市骨科医院	佳木斯市骨科医院
佳木斯市肿瘤结核医院	佳木斯市肿瘤结核医院
库车县第二人民医院	库车县第二人民医院
户县人民医院	户县人民医院
胶南市人民医院	胶南市人民医院
嘉兴市南湖区中心医院东部院区	嘉兴市南湖区中心医院东部院区
金华宏悦妇女儿童医院	金华宏悦妇女儿童医院
嘉峪关市妇幼保健院	嘉峪关市妇幼保健院
河北省冀中能源峰峰集团邯郸医院	河北省冀中能源峰峰集团邯郸医院
黑龙江省农垦北安管理局中心医院	黑龙江省农垦北安管理局中心医院
河北医科大学第三医院东院	河北医科大学第三医院东院
鹤壁市人民医院（山城区院区）	鹤壁市人民医院（山城区院区）
晋宁县第二人民医院	晋宁县第二人民医院
建平县人民医院	建平县人民医院
建始县儿童医院	建始县儿童医院
湖州市练市人民医院	湖州市练市人民医院
横县百合镇中心卫生院	横县百合镇中心卫生院
荆州市中心医院荆北院区	荆州市中心医院荆北院区
井冈山大学附属医院	井冈山大学附属医院
会宁县第二人民医院	会宁县第二人民医院
湖州市南浔区菱湖人民医院	湖州市南浔区菱湖人民医院
江门市新会区古井镇中心卫生院	江门市新会区古井镇中心卫生院
淮安市楚州医院淮安市肿瘤医院	淮安市淮安医院淮安市肿瘤医院
湖州市南浔区中医院	湖州市南浔区中医院
河南中医学院第一附属医院	河南中医学院第一附属医院
江苏省级机关医院	江苏省级机关医院
衡南县人民医院（停用）	衡南县人民医院（停用）
江苏省人民医院南京医科大学第一附属医院	江苏省人民医院南京医科大学第一附属医院
河北省献县民泰医院	河北省献县民泰医院
巨野县北城医院	巨野县北城医院
河北省故城县人民医院	河北省故城县人民医院
黑龙江省安达市人民医院	黑龙江省安达市人民医院
惠州市中心人民医院仲恺院区	惠州市中心人民医院仲恺院区
黑龙江省第二医院（南岗分院）	黑龙江省第二医院（南岗分院）
江阴市人民医院敔山湾院区	江阴市人民医院敔山湾院区
江阴市远望医院	江阴市远望医院
江阴市长泾医院	江阴市长泾医院
衡阳市华程医院	衡阳市华程医院
江阴市中医院	江阴市中医院
湖南省荣军医院	湖南省荣军医院
衡阳市冶金医院	衡阳市冶金医院
吉首大学张家界学院医院	吉首大学张家界学院医院
哈密伊州区人民医院	哈密伊州区人民医院
恩泽医院	恩泽医院
洞头县人民医院	洞头县人民医院
福建省永泰县人民医院	福建省永泰县人民医院
杭州萧山大园医院	杭州萧山大园医院
福建医科大学附属第二医院东海分院	福建医科大学附属第二医院东海分院
广东农垦丰收农场医院	广东农垦丰收农场医院
福建医科大学附属第三医院	福建医科大学附属第三医院
杭州基督教协会圣爱康复医院	杭州基督教协会圣爱康复医院
广东省妇幼保健院天河分院	广东省妇幼保健院天河分院
广东省广州市番禺疗养院	广东省广州市番禺疗养院
东宁县人民医院	东宁县人民医院
海宁市中心医院	海宁市中心医院
广东医学院附属韶关医院韶关市第一人民医院	广东医学院附属韶关医院韶关市第一人民医院
广丰县妇幼保健院	广丰县妇幼保健院
广丰县中医院	广丰县中医院
杜蒙县中医医院	杜蒙县中医医院
广西百色市隆林各族自治县妇幼保健院	广西百色市隆林各族自治县妇幼保健院
海东地区人民医院	海东地区人民医院
广西江滨医院（广西第三人民医院）	广西江滨医院（广西第三人民医院）
海南博鳌银丰康养国际医院	海南博鳌银丰康养国际医院
海南省医学院第二附属医院（海南省农垦总医院）东湖分院	海南医学院第二附属医院东湖分院
广西柳钢医院	广西柳钢医院
广西柳州市潭中人民医院	广西柳州市潭中人民医院
广西水电医院	广西水电医院
佛山市顺德区妇幼保健院佛山市顺德区妇儿医院	佛山市顺德区妇幼保健院佛山市顺德区妇儿医院
广西医科大学附属埌东医院	广西医科大学附属埌东医院
高要市中医院	高要市中医院
广西中医药大学第一附属医院仙葫分院	广西中医药大学第一附属医院仙葫分院
抚宁县中医院	抚宁县中医院
根河市人民医院（停用）	根河市人民医院
都江堰市人民医院 （停用）	都江堰市人民医院 （停用）
福建省妇产医院	福建省妇产医院
广西壮族自治区人民医院一分院(邕武医院)	广西壮族自治区人民医院一分院(邕武医院)
合浦县人民医院禁山分院	合浦县人民医院禁山分院
广州白云区太和医院	广州白云区太和医院
桂平市人民医院	桂平市人民医院
广州经济技术开发区医院	广州经济技术开发区医院
广州市爱博恩妇产医院	广州市爱博恩妇产医院
杜尔伯特蒙古族自治县人民医院	杜尔伯特蒙古族自治县人民医院
抚顺中医院石化院区	抚顺中医院石化院区
甘南藏族自治州妇幼保健院	甘南藏族自治州妇幼保健院
海城市中医院铁西院区	海城市中医院铁西院区
海南省慈善惠民医院海南省民族医院海南省第二人民医院	海南省慈善惠民医院海南省民族医院海南省第二人民医院
甘肃省人民医院红古分院	甘肃省人民医院红古分院
甘肃省武威医学科学院	
广州市南沙区第一人民医院(原:广州市南沙区万顷沙人民医院)	广州市南沙区第一人民医院(原:广州市南沙区万顷沙人民医院)
广州中医药大学惠州医院东江新城院区（惠州市中医医院）	广州中医药大学惠州医院东江新城院区（惠州市中医医院）
贵港市中西医结合骨科医院	贵港市中西医结合骨科医院
恩施市中心医院	恩施市中心医院
奉化市第二医院奉化市溪口医院	奉化市第二医院奉化市溪口医院
奉化市妇幼保健院	奉化市妇幼保健院
恩阳区人民医院	恩阳区人民医院
奉化市人民医院	奉化市人民医院
古田县第二医院	古田县第二医院
贵阳医学院第三附属医院贵州省四一四医院	贵阳医学院第三附属医院贵州省四一四医院
贵州省疾病预防控制中心附属医院	贵州省疾病预防控制中心附属医院
安溪县长卿中心卫生院	
北仑区人民医院（浙大一院北仑分院）	北仑区人民医院（浙大一院北仑分院）
鞍山市长大医院	鞍山市长大医院
亳州市中医院	亳州市中医院
北京大学第三医院崇礼院区	北京大学第三医院崇礼院区
东莞市道滘医院	东莞市道滘医院
德令哈市长江医院	德令哈市长江医院
常熟市梅李人民医院	常熟市梅李人民医院
常州第四人民医院新北院区	常州第四人民医院新北院区
常州市春江人民医院	常州市春江人民医院
大连旅顺口区老年病医院	大连旅顺口区老年病医院
常州市第二人民医院阳湖院区	常州市第二人民医院阳湖院区
大庆妇女儿童医院	大庆妇女儿童医院
北京大学第一医院妇产儿童医院	北京大学第一医院妇产儿童医院
八钢医院	八钢医院
常州市妇幼保健院常州市第五人民医院	常州市妇幼保健院常州市第五人民医院
曹县县立医院	曹县县立医院
常州市新北区三井人民医院	常州市新北区三井人民医院
常州武进区中西医结合医院（横林人民医院）	常州武进区中西医结合医院（横林人民医院）
成都东区医院	成都东区医院
亳州骨科医院	亳州骨科医院
北京清华长庚医院	北京清华长庚医院
沧州市中心医院河间市中医院院区	沧州市中心医院河间市中医院院区
东莞南城人民医院	东莞南城人民医院
百色德保县老乡家园安置小区医疗服务中心	百色德保县老乡家园安置小区医疗服务中心
北京市二龙路医院北京市肛肠医院	北京市二龙路医院北京市肛肠医院
东莞市中医院分院	东莞市中医院分院
昌江县中医院	昌江县中医院
大连百佳妇产医院	大连百佳妇产医院
大连海港医院(公立)	大连海港医院(公立)
宝鸡市中医院陕西中医学院附属宝鸡医院	宝鸡市中医院陕西中医学院附属宝鸡医院
承德医学院附属医院南院区	承德医学院附属医院南院区
城固县第二人民医院	城固县第二人民医院
安徽省马鞍山中心医院	马鞍山中心医院
大连医科大学附属第一医院张前路医院	大连医科大学附属第一医院张前路医院
安县中医院	安县中医院
亳州市人民医院（北院区）	亳州市人民医院（北院区）
赤峰学院附属医院（新城院区）	赤峰学院附属医院（新城院区）
